play=475,group=2
1.82,0.90,DT
1.89,-2.44,DT
1.70,2.94,DE
1.88,16.70,CB
1.51,6.37,OLB
1.73,-4.25,DE
5.91,-6.04,SS
14.49,2.20,FS
4.99,11.46,CB
2.36,-4.70,OLB
5.03,-0.07,LB
-0.79,0.20,QB
-0.47,16.41,WR
-5.89,0.05,RB
-0.50,-3.04,OT
-2.04,-5.56,TE
-1.73,10.24,WR
-0.42,-4.32,TE
-0.79,1.77,OG
-1.07,-1.92,OG
0.00,0.00,C
-0.32,3.04,OT
