play=715,group=2
-0.07,-1.19,OG
0.00,0.00,C
-1.54,-6.16,TE
-1.00,-4.46,TE
-1.52,3.30,OT
-6.04,0.28,RB
-1.55,-3.00,OT
-0.32,12.01,WR
-1.29,0.22,QB
-1.63,20.88,WR
-0.76,1.73,OG
1.59,-2.60,DE
10.69,6.82,FS
7.15,20.79,CB
8.43,-5.96,CB
1.44,5.52,OLB
4.95,11.76,SS
5.37,-2.42,ILB
4.23,2.15,ILB
1.79,-6.23,OLB
1.13,2.13,NT
1.84,-0.02,NT
