play=360,group=3
-1.19,-1.71,OG
0.00,0.00,C
-2.59,-5.62,TE
-1.18,2.72,OT
-1.27,-2.92,OT
-1.14,-21.06,WR
-4.22,-0.11,QB
-0.53,14.46,WR
-0.90,1.33,OG
-0.78,-13.05,WR
-3.70,1.89,RB
1.41,2.52,DE
18.56,5.32,FS
2.59,-12.72,CB
1.79,14.42,CB
1.32,5.20,OLB
8.81,-7.07,SS
4.85,-1.26,ILB
1.31,-6.86,OLB
1.91,-20.12,CB
4.28,1.94,SS
1.29,-2.51,DT
