play=280,group=3
1.16,2.41,DE
7.12,-19.43,CB
1.75,-4.74,DE
10.46,-8.10,FS
1.11,5.98,DE
1.32,-6.09,SS
2.73,-3.33,CB
1.28,-2.93,DE
1.70,4.05,OLB
1.54,0.69,LB
8.43,11.35,CB
-4.98,0.23,QB
-1.30,-2.84,OT
-1.76,-4.45,TE
-0.53,-20.43,WR
-1.24,2.17,OG
-0.47,12.17,WR
-0.68,-1.51,OG
0.00,0.00,C
-4.67,2.11,RB
-0.94,-9.94,WR
-0.40,2.95,OT
