play=185,group=0
2.09,1.85,DE
2.62,8.17,CB
1.81,-4.53,DE
16.98,-1.28,FS
1.40,6.35,DE
8.09,4.82,SS
2.56,-7.14,CB
1.69,-2.76,DE
1.85,3.92,OLB
2.27,-0.21,LB
7.42,-6.92,CB
-4.47,0.37,QB
-0.65,-2.84,OT
-1.29,4.92,TE
-0.17,7.71,WR
-0.37,1.22,OG
-0.22,-7.80,WR
-0.65,-1.38,OG
0.00,0.00,C
-4.33,3.39,RB
-1.15,-6.40,WR
-0.24,4.04,OT
